category,word,n_observations,n_families,base_mean,base_se,aligned_mean,aligned_se,delta_mean,delta_se,n_displaced,n_promoted,n_unchanged,consistency,direction
institutional_govt_agency,mention,62,38,0.03822,0.00305,0.03711,0.00492,-0.00111,0.0047,27,23,12,0.435,displaced
institutional_govt_agency,make,56,34,0.01205,0.0009,0.01299,0.00109,0.00094,0.00105,13,17,26,0.304,promoted
institutional_govt_agency,stress,8,7,0.00896,0.00134,0.00811,0.00149,-0.00084,0.00221,1,1,6,0.125,mixed
institutional_govt_agency,disclose,12,12,0.01047,0.00144,0.00966,0.00171,-0.00081,0.002,4,4,4,0.333,mixed
institutional_govt_agency,tell,65,38,0.01965,0.00168,0.02039,0.00279,0.00073,0.00253,19,16,30,0.292,displaced
institutional_govt_agency,begin,10,10,0.00829,0.00149,0.00888,0.00174,0.00059,0.00257,2,2,6,0.2,mixed
institutional_govt_agency,remind,36,22,0.0152,0.00187,0.01495,0.00218,-0.00025,0.00178,12,10,14,0.333,displaced
institutional_govt_agency,first,32,30,0.01225,0.00146,0.01206,0.00143,-0.00019,0.00229,11,11,10,0.344,mixed
institutional_govt_agency,note,64,40,0.09657,0.0107,0.09666,0.01819,9e-05,0.01445,31,25,8,0.484,displaced
institutional_govt_agency,call,23,23,0.01517,0.00247,0.01511,0.00366,-5e-05,0.00337,7,7,9,0.304,mixed
institutional_govt_citizen,contact,21,16,0.0048,0.00131,0.09479,0.05237,0.08999,0.05264,2,13,6,0.619,promoted
institutional_govt_citizen,organize,37,37,0.03921,0.01166,0.09369,0.02125,0.05448,0.01636,3,30,4,0.811,promoted
institutional_govt_citizen,have,83,42,0.40899,0.03085,0.36282,0.03303,-0.04617,0.01711,53,27,3,0.639,displaced
institutional_govt_citizen,protest,36,36,0.05033,0.00994,0.07554,0.01684,0.02521,0.01382,9,23,4,0.639,promoted
institutional_govt_citizen,file,47,33,0.0102,0.00194,0.03406,0.01055,0.02386,0.00995,3,23,21,0.489,promoted
institutional_govt_citizen,be,83,42,0.17067,0.0105,0.14957,0.01306,-0.02111,0.01032,53,27,3,0.639,displaced
institutional_govt_citizen,not,80,42,0.06422,0.00343,0.04517,0.00395,-0.01905,0.00311,55,14,11,0.688,displaced
institutional_govt_citizen,consult,6,6,0.00265,0.00119,0.02013,0.00769,0.01748,0.00681,0,5,1,0.833,promoted
institutional_govt_citizen,fight,44,40,0.04423,0.00473,0.06151,0.00812,0.01728,0.00772,13,22,9,0.5,promoted
institutional_govt_citizen,gather,10,9,0.00514,0.00225,0.02217,0.0095,0.01703,0.01008,0,6,4,0.6,promoted
institutional_govt_citizen,write,14,11,0.01307,0.0039,0.03009,0.00971,0.01702,0.00982,3,9,2,0.643,promoted
institutional_govt_citizen,consider,16,13,0.00511,0.00224,0.02064,0.00549,0.01553,0.0052,1,9,6,0.562,promoted
institutional_govt_citizen,seek,12,11,0.00401,0.00144,0.0159,0.00534,0.01189,0.0052,0,7,5,0.583,promoted
institutional_govt_citizen,stage,6,6,0.00491,0.0019,0.01565,0.00245,0.01074,0.00354,0,4,2,0.667,promoted
institutional_govt_citizen,resist,16,16,0.01053,0.00228,0.02069,0.00367,0.01017,0.00382,2,10,4,0.625,promoted
institutional_govt_citizen,petition,9,9,0.02078,0.00458,0.03092,0.01091,0.01014,0.00799,2,5,2,0.556,promoted
institutional_govt_citizen,stop,38,38,0.02234,0.00135,0.01233,0.00169,-0.01001,0.00169,27,4,7,0.711,displaced
institutional_govt_citizen,get,76,41,0.02944,0.0022,0.01976,0.00195,-0.00968,0.00185,51,7,18,0.671,displaced
institutional_govt_citizen,appeal,30,27,0.01412,0.00429,0.02266,0.00724,0.00854,0.00556,3,12,15,0.4,promoted
institutional_govt_citizen,all,42,42,0.03457,0.00336,0.02611,0.00385,-0.00846,0.0029,25,9,8,0.595,displaced
institutional_govt_citizen,demand,41,41,0.02256,0.00141,0.03071,0.0041,0.00815,0.00436,12,23,6,0.561,promoted
institutional_govt_citizen,reach,5,4,0.00041,0.00036,0.00855,0.00311,0.00814,0.00323,0,3,2,0.6,promoted
institutional_govt_citizen,challenge,8,8,0.00181,0.00095,0.00969,0.0024,0.00788,0.00294,1,6,1,0.75,promoted
institutional_govt_citizen,decide,10,10,0.00952,0.00093,0.00233,0.00104,-0.00718,0.00144,8,0,2,0.8,displaced
institutional_govt_citizen,form,26,26,0.01008,0.00214,0.01718,0.00334,0.00709,0.00309,4,13,9,0.5,promoted
institutional_govt_citizen,vote,21,21,0.01147,0.00126,0.00471,0.00137,-0.00676,0.00151,16,2,3,0.762,displaced
institutional_govt_citizen,try,12,12,0.00556,0.00144,0.01154,0.00629,0.00598,0.0061,3,3,6,0.25,mixed
institutional_govt_citizen,start,47,33,0.00669,0.00092,0.01218,0.00261,0.00549,0.00244,4,16,27,0.34,promoted
institutional_govt_citizen,speak,17,13,0.00593,0.00159,0.01098,0.00244,0.00505,0.00176,1,6,10,0.353,promoted
institutional_govt_citizen,never,50,40,0.01363,0.00124,0.00864,0.00123,-0.00499,0.00109,25,5,20,0.5,displaced
institutional_govt_citizen,report,5,5,0.00141,0.00086,0.00586,0.00346,0.00445,0.00294,0,1,4,0.2,promoted
institutional_govt_citizen,pursue,6,6,0.00322,0.00093,0.00767,0.00292,0.00445,0.0034,0,1,5,0.167,promoted
institutional_govt_citizen,band,9,9,0.0048,0.00133,0.00925,0.00129,0.00445,0.00164,0,4,5,0.444,promoted
institutional_govt_citizen,take,53,42,0.01802,0.00194,0.02178,0.00305,0.00376,0.0026,13,20,20,0.377,promoted
institutional_govt_citizen,raise,5,5,0.00738,0.00183,0.01111,0.00207,0.00373,0.00115,0,2,3,0.4,promoted
institutional_govt_citizen,just,10,10,0.00265,0.00091,0.00617,0.00195,0.00352,0.00185,0,2,8,0.2,promoted
institutional_govt_citizen,reapply,5,5,0.00056,0.00035,0.00388,0.00167,0.00332,0.00147,0,1,4,0.2,promoted
institutional_govt_citizen,oppose,14,14,0.01223,0.00174,0.00897,0.00219,-0.00327,0.00231,6,3,5,0.429,displaced
institutional_govt_citizen,know,54,36,0.00882,0.00067,0.00576,0.00099,-0.00305,0.00109,22,6,26,0.407,displaced
institutional_govt_citizen,receive,45,40,0.02072,0.00252,0.01768,0.00291,-0.00304,0.00315,15,10,20,0.333,displaced
institutional_govt_citizen,join,10,10,0.01049,0.00306,0.01338,0.00189,0.00289,0.00309,1,5,4,0.5,promoted
institutional_govt_citizen,talk,9,9,0.00238,0.00075,0.00521,0.00079,0.00282,0.00118,0,3,6,0.333,promoted
institutional_govt_citizen,do,47,39,0.01489,0.00154,0.01768,0.00261,0.00279,0.00224,10,17,20,0.362,promoted
institutional_govt_citizen,hold,38,38,0.01211,0.00152,0.01469,0.00176,0.00258,0.00189,6,13,19,0.342,promoted
institutional_govt_citizen,say,16,14,0.00432,0.00059,0.00189,0.00047,-0.00243,0.00054,3,0,13,0.188,displaced
institutional_govt_citizen,build,13,13,0.00686,0.00098,0.00444,0.00196,-0.00242,0.00204,7,3,3,0.538,displaced
institutional_govt_citizen,mobilize,7,7,0.01016,0.00285,0.01253,0.00407,0.00237,0.00446,2,3,2,0.429,promoted
institutional_govt_citizen,use,24,24,0.00917,0.00072,0.00704,0.00133,-0.00213,0.0009,8,2,14,0.333,displaced
institutional_govt_citizen,work,7,7,0.00546,0.00125,0.00757,0.00133,0.00211,0.00167,1,1,5,0.143,mixed
institutional_govt_citizen,stand,26,25,0.01223,0.00174,0.01422,0.00155,0.00198,0.0022,6,14,6,0.538,promoted
institutional_govt_citizen,call,22,18,0.00741,0.00127,0.00938,0.00177,0.00197,0.00186,1,4,17,0.182,promoted
institutional_govt_citizen,make,29,27,0.00802,0.0007,0.00609,0.00084,-0.00194,0.0007,5,1,23,0.172,displaced
institutional_govt_citizen,add,5,5,0.00289,0.00066,0.00097,0.00067,-0.00192,0.00052,0,0,5,0.0,mixed
institutional_govt_citizen,unite,5,5,0.00736,0.00221,0.00923,0.00276,0.00187,0.00451,2,2,1,0.4,mixed
institutional_govt_citizen,see,5,5,0.00108,0.00079,0.0029,0.00141,0.00182,0.00099,0,0,5,0.0,mixed
institutional_govt_citizen,nt,6,6,0.0027,0.00073,0.00095,0.00061,-0.00175,0.0008,1,0,5,0.167,displaced
institutional_govt_citizen,definitely,11,10,0.00126,0.0005,0.00288,0.00088,0.00163,0.00106,0,2,9,0.182,promoted
institutional_govt_citizen,ask,18,17,0.00817,0.00105,0.00663,0.00085,-0.00154,0.00092,4,1,13,0.222,displaced
institutional_govt_citizen,sue,41,33,0.00989,0.0014,0.01139,0.00331,0.0015,0.00326,13,9,19,0.317,displaced
institutional_govt_citizen,probably,17,17,0.00319,0.00108,0.00468,0.00131,0.00148,0.00173,2,4,11,0.235,promoted
institutional_govt_citizen,now,26,26,0.00211,0.0002,0.0034,0.00135,0.00129,0.00133,0,3,23,0.115,promoted
institutional_govt_citizen,also,41,37,0.00535,0.00074,0.00415,0.00078,-0.0012,0.0009,5,2,34,0.122,displaced
institutional_govt_citizen,apply,23,23,0.00239,0.00055,0.00344,0.00101,0.00105,0.00073,0,2,21,0.087,promoted
institutional_govt_citizen,of,14,14,0.00394,0.00118,0.00294,0.00199,-0.00099,0.00257,1,1,12,0.071,mixed
institutional_govt_citizen,go,32,25,0.00467,0.00085,0.00369,0.00084,-0.00098,0.00052,3,1,28,0.094,displaced
institutional_govt_citizen,ve,21,21,0.00212,0.00209,0.00307,0.00218,0.00095,0.00217,1,1,19,0.048,mixed
institutional_govt_citizen,only,24,23,0.00152,0.00021,0.00082,0.00027,-0.0007,0.00028,0,0,24,0.0,mixed
institutional_govt_citizen,still,39,39,0.00505,0.00074,0.00437,0.00073,-0.00068,0.00068,2,2,35,0.051,mixed
institutional_govt_citizen,help,8,8,0.00392,0.00063,0.0046,0.00309,0.00068,0.00357,0,2,6,0.25,promoted
institutional_govt_citizen,like,12,12,0.00225,0.00059,0.00285,0.00179,0.0006,0.00131,0,1,11,0.083,promoted
institutional_govt_citizen,NOT,10,10,0.00091,0.00026,0.00032,0.00021,-0.00059,0.0003,0,0,10,0.0,mixed
institutional_govt_citizen,ered,11,11,0.00065,0.00011,0.00123,0.00071,0.00058,0.00077,0,1,10,0.091,promoted
institutional_govt_citizen,win,13,13,0.00179,0.00042,0.00127,0.00053,-0.00052,0.00062,1,0,12,0.077,displaced
institutional_govt_citizen,note,13,13,0.00279,0.00087,0.00326,0.00071,0.00046,0.00113,1,1,11,0.077,mixed
institutional_govt_citizen,NEVER,7,7,0.0005,0.00012,7e-05,3e-05,-0.00043,0.00014,0,0,7,0.0,mixed
institutional_govt_citizen,at,31,17,0.00645,0.00097,0.00609,0.00226,-0.00035,0.002,4,1,26,0.129,displaced
institutional_govt_citizen,qualify,27,27,0.00529,0.00132,0.00506,0.00116,-0.00023,0.00157,2,3,22,0.111,promoted
institutional_govt_citizen,point,9,9,0.00133,0.00051,0.00121,0.00039,-0.00013,0.0004,0,0,9,0.0,mixed
institutional_govt_citizen,tell,16,16,0.00374,0.00088,0.00362,0.00136,-0.00013,0.00085,1,1,14,0.062,mixed
institutional_govt_citizen,mention,14,14,0.00216,0.00053,0.00207,0.00045,-8e-05,0.00069,1,0,13,0.071,displaced
institutional_govt_citizen,really,5,5,0.00334,0.00183,0.00337,0.00133,4e-05,0.00064,0,0,5,0.0,mixed
institutional_housing_landlord,first,8,6,0.00729,0.00248,0.15691,0.09029,0.14962,0.08997,0,8,0,1.0,promoted
institutional_housing_landlord,have,81,41,0.1935,0.01345,0.12184,0.01358,-0.07167,0.01223,66,9,6,0.815,displaced
institutional_housing_landlord,be,82,41,0.14066,0.0085,0.10548,0.00979,-0.03518,0.00672,53,17,12,0.646,displaced
institutional_housing_landlord,consider,37,23,0.01114,0.00199,0.04417,0.00754,0.03303,0.0067,1,33,3,0.892,promoted
institutional_housing_landlord,explain,13,11,0.00846,0.00305,0.04037,0.02164,0.03192,0.02226,1,9,3,0.692,promoted
institutional_housing_landlord,respond,11,11,0.00621,0.00166,0.03636,0.00784,0.03015,0.00665,0,11,0,1.0,promoted
institutional_housing_landlord,handle,7,6,0.00381,0.0019,0.03153,0.01118,0.02772,0.01169,1,6,0,0.857,promoted
institutional_housing_landlord,contact,30,23,0.01189,0.00164,0.03926,0.00979,0.02738,0.00852,3,22,5,0.733,promoted
institutional_housing_landlord,speak,7,5,0.00478,0.00083,0.03163,0.00752,0.02686,0.00768,0,6,1,0.857,promoted
institutional_housing_landlord,consult,6,4,0.01463,0.00645,0.03859,0.00866,0.02397,0.00866,0,5,1,0.833,promoted
institutional_housing_landlord,fire,6,6,0.02804,0.01196,0.00424,0.00223,-0.0238,0.01347,3,1,2,0.5,displaced
institutional_housing_landlord,like,10,10,0.03603,0.0067,0.01461,0.00424,-0.02142,0.00439,9,1,0,0.9,displaced
institutional_housing_landlord,note,18,15,0.01211,0.00313,0.03111,0.01094,0.019,0.0085,4,10,4,0.556,promoted
institutional_housing_landlord,prioritize,9,9,0.01782,0.01466,0.03637,0.01608,0.01855,0.02336,2,7,0,0.778,promoted
institutional_housing_landlord,probably,76,40,0.03347,0.00354,0.05076,0.00789,0.01729,0.00614,23,39,14,0.513,promoted
institutional_housing_landlord,negotiate,6,5,0.02563,0.01027,0.04261,0.01079,0.01698,0.01116,1,4,1,0.667,promoted
institutional_housing_landlord,follow,9,9,0.00413,0.00159,0.02069,0.00591,0.01656,0.0066,1,6,2,0.667,promoted
institutional_housing_landlord,advise,7,5,0.00432,0.00202,0.02005,0.00474,0.01573,0.00408,0,7,0,1.0,promoted
institutional_housing_landlord,check,10,7,0.00869,0.00178,0.02399,0.00591,0.0153,0.00651,3,7,0,0.7,promoted
institutional_housing_landlord,document,6,4,0.0013,0.00107,0.01626,0.00602,0.01496,0.00496,0,6,0,1.0,promoted
institutional_housing_landlord,evict,35,24,0.03343,0.00591,0.01884,0.00349,-0.0146,0.00672,21,10,4,0.6,displaced
institutional_housing_landlord,just,73,40,0.08282,0.0093,0.09675,0.01518,0.01393,0.01002,34,30,9,0.466,displaced
institutional_housing_landlord,try,22,17,0.01206,0.00349,0.02421,0.0056,0.01214,0.00319,1,15,6,0.682,promoted
institutional_housing_landlord,inform,27,18,0.0055,0.0009,0.01718,0.00201,0.01168,0.00241,3,20,4,0.741,promoted
institutional_housing_landlord,increase,8,6,0.02072,0.00476,0.03235,0.00664,0.01163,0.00552,1,6,1,0.75,promoted
institutional_housing_landlord,get,78,40,0.02973,0.00129,0.01828,0.0016,-0.01145,0.00146,52,8,18,0.667,displaced
institutional_housing_landlord,ignore,16,16,0.01997,0.0042,0.03137,0.00631,0.0114,0.00527,3,8,5,0.5,promoted
institutional_housing_landlord,notify,5,5,0.00532,0.00152,0.01636,0.00215,0.01104,0.0028,0,4,1,0.8,promoted
institutional_housing_landlord,receive,7,7,0.01508,0.00304,0.00412,0.00153,-0.01096,0.00433,5,1,1,0.714,displaced
institutional_housing_landlord,do,64,38,0.02005,0.00175,0.03094,0.00466,0.01089,0.00451,17,31,16,0.484,promoted
institutional_housing_landlord,terminate,5,5,0.00814,0.00113,0.01892,0.00779,0.01078,0.00771,1,3,1,0.6,promoted
institutional_housing_landlord,refuse,29,29,0.0156,0.00201,0.02583,0.00511,0.01023,0.00446,5,15,9,0.517,promoted
institutional_housing_landlord,start,28,26,0.012,0.00115,0.02161,0.00435,0.00961,0.00405,3,10,15,0.357,promoted
institutional_housing_landlord,only,14,13,0.02529,0.00725,0.01575,0.00222,-0.00954,0.00659,7,2,5,0.5,displaced
institutional_housing_landlord,point,11,10,0.01526,0.00351,0.00615,0.00233,-0.0091,0.00454,7,1,3,0.636,displaced
institutional_housing_landlord,clarify,5,4,0.00303,0.00135,0.01139,0.00321,0.00836,0.00281,0,3,2,0.6,promoted
institutional_housing_landlord,say,39,31,0.01673,0.00151,0.0088,0.00188,-0.00793,0.00268,19,3,17,0.487,displaced
institutional_housing_landlord,remind,21,13,0.00983,0.0027,0.01706,0.00226,0.00723,0.00376,3,13,5,0.619,promoted
institutional_housing_landlord,raise,11,9,0.02226,0.00519,0.02941,0.00448,0.00714,0.0034,2,6,3,0.545,promoted
institutional_housing_landlord,file,36,31,0.01221,0.00123,0.01912,0.00277,0.0069,0.00261,8,17,11,0.472,promoted
institutional_housing_landlord,pay,55,35,0.02144,0.00139,0.01473,0.00181,-0.00671,0.00192,29,5,21,0.527,displaced
institutional_housing_landlord,stop,13,13,0.01272,0.00101,0.00678,0.00159,-0.00594,0.00209,10,2,1,0.769,displaced
institutional_housing_landlord,address,6,6,0.00807,0.00445,0.01396,0.00322,0.00589,0.00719,1,5,0,0.833,promoted
institutional_housing_landlord,mention,26,20,0.01259,0.0041,0.01844,0.00507,0.00585,0.0025,8,15,3,0.577,promoted
institutional_housing_landlord,report,23,18,0.00838,0.00087,0.01372,0.00137,0.00533,0.00168,3,11,9,0.478,promoted
institutional_housing_landlord,go,34,28,0.01676,0.00112,0.01147,0.00134,-0.00529,0.00155,17,4,13,0.5,displaced
institutional_housing_landlord,take,67,40,0.01573,0.00094,0.02077,0.00219,0.00503,0.00183,13,27,27,0.403,promoted
institutional_housing_landlord,send,42,33,0.01736,0.00344,0.02239,0.00358,0.00503,0.00413,10,19,13,0.452,promoted
institutional_housing_landlord,sue,39,32,0.01829,0.00226,0.01332,0.00162,-0.00496,0.00289,16,12,11,0.41,displaced
institutional_housing_landlord,serve,16,15,0.01508,0.00168,0.01991,0.00442,0.00483,0.005,7,6,3,0.438,displaced
institutional_housing_landlord,really,18,14,0.0114,0.00066,0.00717,0.00131,-0.00424,0.00154,8,0,10,0.444,displaced
institutional_housing_landlord,not,70,41,0.03599,0.00203,0.03208,0.00281,-0.00391,0.00249,34,23,13,0.486,displaced
institutional_housing_landlord,kick,5,4,0.01734,0.00536,0.01347,0.00667,-0.00387,0.00935,3,2,0,0.6,displaced
institutional_housing_landlord,fix,19,19,0.01758,0.00255,0.01379,0.00489,-0.00379,0.00604,12,3,4,0.632,displaced
institutional_housing_landlord,make,40,27,0.01351,0.00141,0.01698,0.00214,0.00347,0.00165,6,15,19,0.375,promoted
institutional_housing_landlord,give,60,41,0.01586,0.00097,0.01928,0.00295,0.00342,0.00285,18,17,25,0.3,displaced
institutional_housing_landlord,also,17,11,0.01549,0.00314,0.0189,0.00687,0.00341,0.0051,6,5,6,0.353,displaced
institutional_housing_landlord,keep,8,8,0.01098,0.00126,0.00792,0.0018,-0.00306,0.00228,2,0,6,0.25,displaced
institutional_housing_landlord,write,16,13,0.0085,0.00169,0.01142,0.00229,0.00292,0.00343,4,10,2,0.625,promoted
institutional_housing_landlord,communicate,5,4,0.00781,0.0052,0.01058,0.00194,0.00277,0.006,2,3,0,0.6,promoted
institutional_housing_landlord,never,22,18,0.01209,0.00094,0.00945,0.00199,-0.00264,0.00176,7,3,12,0.318,displaced
institutional_housing_landlord,of,5,5,0.00896,8e-05,0.00649,0.00169,-0.00247,0.00162,1,0,4,0.2,displaced
institutional_housing_landlord,let,49,35,0.01496,0.00112,0.01264,0.00119,-0.00232,0.0014,16,7,26,0.327,displaced
institutional_housing_landlord,move,19,14,0.01074,0.00117,0.00865,0.00149,-0.00209,0.00143,5,1,13,0.263,displaced
institutional_housing_landlord,sell,6,6,0.01301,0.00185,0.01492,0.001,0.00191,0.00255,1,1,4,0.167,mixed
institutional_housing_landlord,add,8,6,0.02636,0.00928,0.0245,0.01441,-0.00186,0.01059,3,2,3,0.375,displaced
institutional_housing_landlord,tell,72,39,0.02509,0.00238,0.02678,0.00329,0.00169,0.00281,18,32,22,0.444,promoted
institutional_housing_landlord,think,6,6,0.0071,0.00142,0.00586,0.00173,-0.00123,0.003,1,1,4,0.167,mixed
institutional_housing_landlord,talk,11,9,0.012,0.00192,0.01298,0.00457,0.00098,0.00486,5,5,1,0.455,mixed
institutional_housing_landlord,charge,42,30,0.01616,0.00177,0.01694,0.00292,0.00078,0.0028,12,11,19,0.286,displaced
institutional_housing_landlord,call,55,33,0.02044,0.00202,0.01996,0.00226,-0.00048,0.00213,20,18,17,0.364,displaced
institutional_housing_landlord,wait,20,14,0.02072,0.00309,0.0209,0.00344,0.00017,0.00425,9,7,4,0.45,displaced
institutional_housing_landlord,ask,55,32,0.01391,0.00103,0.01397,0.00135,6e-05,0.00113,13,14,28,0.255,promoted
institutional_housing_landlord,know,51,30,0.01753,0.00138,0.01757,0.00214,4e-05,0.00211,18,16,17,0.353,displaced
institutional_housing_landlord,hire,24,22,0.01343,0.00129,0.01345,0.00176,2e-05,0.00219,8,9,7,0.375,promoted
institutional_housing_tenant,contact,33,28,0.0115,0.00258,0.06955,0.02695,0.05806,0.02696,1,22,10,0.667,promoted
institutional_housing_tenant,be,82,41,0.2268,0.01165,0.18012,0.01593,-0.04668,0.01129,55,25,2,0.671,displaced
institutional_housing_tenant,probably,80,41,0.0413,0.00388,0.07945,0.01198,0.03814,0.01054,19,40,21,0.5,promoted
institutional_housing_tenant,consider,36,25,0.00735,0.00131,0.04419,0.00972,0.03684,0.00886,1,34,1,0.944,promoted
institutional_housing_tenant,have,82,41,0.24776,0.01449,0.22045,0.02333,-0.02731,0.01664,57,22,3,0.695,displaced
institutional_housing_tenant,do,55,32,0.01504,0.00219,0.03989,0.00851,0.02485,0.00755,8,27,20,0.491,promoted
institutional_housing_tenant,cut,8,8,0.04006,0.03511,0.01818,0.00809,-0.02188,0.03177,2,3,3,0.375,promoted
institutional_housing_tenant,write,9,9,0.01133,0.00544,0.03153,0.01395,0.0202,0.01474,1,4,4,0.444,promoted
institutional_housing_tenant,what,10,9,0.00392,0.0023,0.01912,0.0036,0.0152,0.00496,1,8,1,0.8,promoted
institutional_housing_tenant,report,35,29,0.01351,0.0023,0.02705,0.00654,0.01354,0.00648,4,17,14,0.486,promoted
institutional_housing_tenant,move,80,41,0.05253,0.00516,0.04034,0.00696,-0.01219,0.00653,46,19,15,0.575,displaced
institutional_housing_tenant,just,77,39,0.04945,0.00389,0.06136,0.00656,0.01191,0.00537,31,37,9,0.481,promoted
institutional_housing_tenant,seek,5,5,0.00461,0.00152,0.01563,0.00464,0.01101,0.00545,1,4,0,0.8,promoted
institutional_housing_tenant,check,8,6,0.00273,0.0012,0.01331,0.00401,0.01059,0.00299,0,5,3,0.625,promoted
institutional_housing_tenant,sue,55,34,0.02354,0.00312,0.01389,0.00295,-0.00965,0.00257,23,6,26,0.418,displaced
institutional_housing_tenant,withhold,8,8,0.01005,0.00152,0.00124,0.00096,-0.00881,0.00245,7,1,0,0.875,displaced
institutional_housing_tenant,send,5,5,0.00692,0.00344,0.01544,0.00293,0.00853,0.00503,0,3,2,0.6,promoted
institutional_housing_tenant,look,39,33,0.01162,0.00256,0.01957,0.00289,0.00794,0.0022,5,24,10,0.615,promoted
institutional_housing_tenant,break,20,16,0.01268,0.00217,0.00477,0.00148,-0.00791,0.00289,14,2,4,0.7,displaced
institutional_housing_tenant,get,82,41,0.04604,0.00243,0.03862,0.0064,-0.00741,0.00591,47,11,24,0.573,displaced
institutional_housing_tenant,hire,5,5,0.01287,0.00332,0.00562,0.00189,-0.00724,0.00484,3,1,1,0.6,displaced
institutional_housing_tenant,definitely,9,9,0.00599,0.00204,0.01294,0.00369,0.00696,0.0028,0,6,3,0.667,promoted
institutional_housing_tenant,add,7,7,0.01397,0.0032,0.00704,0.00404,-0.00692,0.00624,4,1,2,0.571,displaced
institutional_housing_tenant,not,78,41,0.02584,0.00173,0.01958,0.00209,-0.00626,0.00151,41,13,24,0.526,displaced
institutional_housing_tenant,leave,41,28,0.0145,0.00169,0.00874,0.0016,-0.00576,0.00219,18,5,18,0.439,displaced
institutional_housing_tenant,of,15,9,0.00818,0.00096,0.00257,0.00101,-0.00561,0.00138,9,1,5,0.6,displaced
institutional_housing_tenant,say,23,18,0.00862,0.00079,0.00315,0.00076,-0.00547,0.00089,12,0,11,0.522,displaced
institutional_housing_tenant,rent,12,10,0.01163,0.00497,0.00658,0.00144,-0.00505,0.00435,4,2,6,0.333,displaced
institutional_housing_tenant,file,40,30,0.00981,0.00124,0.01472,0.00291,0.00491,0.00258,6,18,16,0.45,promoted
institutional_housing_tenant,stop,12,11,0.00858,0.00137,0.01346,0.00294,0.00489,0.00187,1,5,6,0.417,promoted
