lineage,group,depth,ratio_base,ratio_aligned,d
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_love,0.625,2.187353,2.315447,0.128093
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_love,0.75,1.074813,1.061739,-0.013073
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_love,0.875,1.023967,1.025288,0.001321
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_love,1.0,1.032744,1.010146,-0.022598
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_love_he,0.125,0.888464,0.908377,0.019913
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_love_he,0.25,1.726668,2.041248,0.314580
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_love_he,0.375,1.599746,1.905379,0.305632
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_love_he,0.5,3.262286,3.161234,-0.101052
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_love_he,0.625,1.756201,1.826419,0.070218
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_love_he,0.75,1.005213,1.052125,0.046912
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_love_he,0.875,1.061520,1.060977,-0.000542
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_love_he,1.0,0.969576,0.921431,-0.048145
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_loyal,0.125,0.788152,0.829135,0.040982
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_loyal,0.25,1.382323,1.354673,-0.027650
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_loyal,0.375,1.865256,1.650082,-0.215173
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_loyal,0.5,1.211129,1.250294,0.039165
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_loyal,0.625,1.113139,1.012796,-0.100343
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_loyal,0.75,1.198098,1.149253,-0.048846
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_loyal,0.875,3.049737,2.650346,-0.399391
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_loyal,1.0,0.568969,0.499338,-0.069632
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_parent,0.125,0.962261,0.972450,0.010188
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_parent,0.25,1.137392,1.016541,-0.120851
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_parent,0.375,1.636427,1.962923,0.326496
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_parent,0.5,1.305203,1.385997,0.080794
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_parent,0.625,1.197058,1.013469,-0.183589
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_parent,0.75,1.067502,1.057495,-0.010007
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_parent,0.875,1.042240,1.044283,0.002043
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_parent,1.0,1.039693,1.032186,-0.007507
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_sensation,0.125,1.072830,1.216002,0.143171
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_sensation,0.25,4.069173,4.103855,0.034682
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_sensation,0.375,3.756922,2.139865,-1.617057
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_sensation,0.5,1.805716,1.245441,-0.560275
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_sensation,0.625,0.995755,1.309174,0.313419
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_sensation,0.75,0.614016,0.317288,-0.296728
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_sensation,0.875,0.919022,0.531726,-0.387296
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_sensation,1.0,0.832700,0.566248,-0.266451
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_species,0.125,1.043255,1.057749,0.014495
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_species,0.25,1.989401,1.737763,-0.251638
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_species,0.375,0.252260,0.300779,0.048518
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_species,0.5,3.343542,5.581631,2.238089
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_species,0.625,0.139113,0.666665,0.527552
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_species,0.75,0.361925,0.630175,0.268250
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_species,0.875,2.337258,2.381726,0.044468
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_species,1.0,1.804423,2.209936,0.405513
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_trust,0.125,1.060911,1.028881,-0.032030
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_trust,0.25,1.095094,1.199850,0.104756
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_trust,0.375,0.852465,0.987274,0.134809
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_trust,0.5,0.659338,0.651798,-0.007540
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_trust,0.625,0.682027,0.414404,-0.267623
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_trust,0.75,0.917081,1.070926,0.153845
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_trust,0.875,0.697573,0.899358,0.201785
Aleph-Alpha/Pharia-1-LLM-7B-control-hf,f11_trust,1.0,0.668053,0.846506,0.178453
BAAI/Aquila2-7B,f11_beauty,0.125,0.985174,1.976422,0.991247
BAAI/Aquila2-7B,f11_beauty,0.25,0.880669,1.018153,0.137484
BAAI/Aquila2-7B,f11_beauty,0.375,0.950538,0.635396,-0.315142
BAAI/Aquila2-7B,f11_beauty,0.5,0.929423,1.190406,0.260983
BAAI/Aquila2-7B,f11_beauty,0.625,1.393248,1.276228,-0.117020
BAAI/Aquila2-7B,f11_beauty,0.75,2.208153,1.803541,-0.404612
BAAI/Aquila2-7B,f11_beauty,0.875,1.129662,1.176887,0.047225
BAAI/Aquila2-7B,f11_beauty,1.0,0.771190,1.481905,0.710714
BAAI/Aquila2-7B,f11_beauty_ugly,0.125,0.985422,1.130311,0.144889
BAAI/Aquila2-7B,f11_beauty_ugly,0.25,0.722816,1.649662,0.926847
BAAI/Aquila2-7B,f11_beauty_ugly,0.375,1.773840,1.454832,-0.319008
BAAI/Aquila2-7B,f11_beauty_ugly,0.5,0.983932,0.862546,-0.121386
BAAI/Aquila2-7B,f11_beauty_ugly,0.625,1.257933,1.325755,0.067822
BAAI/Aquila2-7B,f11_beauty_ugly,0.75,2.057502,1.648226,-0.409276
BAAI/Aquila2-7B,f11_beauty_ugly,0.875,1.311088,1.060677,-0.250411
BAAI/Aquila2-7B,f11_beauty_ugly,1.0,2.069791,1.034365,-1.035426
BAAI/Aquila2-7B,f11_captive,0.125,0.955396,0.926330,-0.029066
BAAI/Aquila2-7B,f11_captive,0.25,0.638014,1.272754,0.634740
BAAI/Aquila2-7B,f11_captive,0.375,0.742890,3.037115,2.294226
BAAI/Aquila2-7B,f11_captive,0.5,0.764185,2.140753,1.376568
BAAI/Aquila2-7B,f11_captive,0.625,1.069643,0.931637,-0.138006
BAAI/Aquila2-7B,f11_captive,0.75,1.073689,0.899920,-0.173770
BAAI/Aquila2-7B,f11_captive,0.875,1.061172,1.374904,0.313732
BAAI/Aquila2-7B,f11_captive,1.0,1.138435,1.026151,-0.112284
BAAI/Aquila2-7B,f11_captive_b,0.125,1.462211,1.239390,-0.222821
BAAI/Aquila2-7B,f11_captive_b,0.25,0.875245,1.158131,0.282886
BAAI/Aquila2-7B,f11_captive_b,0.375,1.165188,1.040758,-0.124430
BAAI/Aquila2-7B,f11_captive_b,0.5,1.044683,0.977285,-0.067398
BAAI/Aquila2-7B,f11_captive_b,0.625,1.540072,1.046796,-0.493276
BAAI/Aquila2-7B,f11_captive_b,0.75,0.877816,0.767912,-0.109904
BAAI/Aquila2-7B,f11_captive_b,0.875,0.948987,0.914727,-0.034259
BAAI/Aquila2-7B,f11_captive_b,1.0,2.117133,0.800284,-1.316849
BAAI/Aquila2-7B,f11_class,0.125,1.140656,1.071168,-0.069488
BAAI/Aquila2-7B,f11_class,0.25,0.618147,4.412103,3.793956
BAAI/Aquila2-7B,f11_class,0.375,0.839700,1.176500,0.336799
BAAI/Aquila2-7B,f11_class,0.5,1.183555,0.968536,-0.215019
BAAI/Aquila2-7B,f11_class,0.625,0.994328,0.852585,-0.141743
BAAI/Aquila2-7B,f11_class,0.75,1.124755,1.124443,-0.000312
BAAI/Aquila2-7B,f11_class,0.875,1.098598,1.077193,-0.021405
BAAI/Aquila2-7B,f11_class,1.0,1.778671,0.713226,-1.065445
BAAI/Aquila2-7B,f11_create,0.125,1.085576,1.299304,0.213728
BAAI/Aquila2-7B,f11_create,0.25,1.009552,1.020925,0.011373
BAAI/Aquila2-7B,f11_create,0.375,0.972515,1.015871,0.043356
BAAI/Aquila2-7B,f11_create,0.5,1.026898,1.018612,-0.008286
BAAI/Aquila2-7B,f11_create,0.625,1.130817,1.055252,-0.075565
BAAI/Aquila2-7B,f11_create,0.75,5.517548,0.821445,-4.696104
BAAI/Aquila2-7B,f11_create,0.875,6.808619,0.799656,-6.008964
BAAI/Aquila2-7B,f11_create,1.0,0.931829,0.804466,-0.127363
BAAI/Aquila2-7B,f11_desire,0.125,0.885497,0.802286,-0.083212
BAAI/Aquila2-7B,f11_desire,0.25,0.893478,1.062858,0.169380
BAAI/Aquila2-7B,f11_desire,0.375,0.999747,2.375172,1.375425
BAAI/Aquila2-7B,f11_desire,0.5,0.843804,0.887630,0.043826
BAAI/Aquila2-7B,f11_desire,0.625,0.811725,0.987754,0.176029
BAAI/Aquila2-7B,f11_desire,0.75,0.999844,0.689095,-0.310749
BAAI/Aquila2-7B,f11_desire,0.875,1.005863,1.774998,0.769135
BAAI/Aquila2-7B,f11_desire,1.0,0.951708,0.743607,-0.208101
BAAI/Aquila2-7B,f11_faithful,0.125,1.102937,1.231010,0.128074
BAAI/Aquila2-7B,f11_faithful,0.25,0.805820,1.018513,0.212693
BAAI/Aquila2-7B,f11_faithful,0.375,0.749873,1.032374,0.282501
BAAI/Aquila2-7B,f11_faithful,0.5,0.765812,1.623298,0.857486
BAAI/Aquila2-7B,f11_faithful,0.625,0.877456,0.808731,-0.068725
BAAI/Aquila2-7B,f11_faithful,0.75,0.871167,1.102004,0.230837
BAAI/Aquila2-7B,f11_faithful,0.875,1.209055,1.626988,0.417933
BAAI/Aquila2-7B,f11_faithful,1.0,0.858801,0.875340,0.016539
BAAI/Aquila2-7B,f11_gender,0.125,0.959646,0.850018,-0.109627
BAAI/Aquila2-7B,f11_gender,0.25,0.833898,1.573198,0.739300
BAAI/Aquila2-7B,f11_gender,0.375,0.837236,1.364820,0.527584
BAAI/Aquila2-7B,f11_gender,0.5,1.045592,0.942865,-0.102727
BAAI/Aquila2-7B,f11_gender,0.625,0.945919,0.999455,0.053536
BAAI/Aquila2-7B,f11_gender,0.75,0.995006,0.998582,0.003576
BAAI/Aquila2-7B,f11_gender,0.875,1.015495,0.998285,-0.017210
BAAI/Aquila2-7B,f11_gender,1.0,0.976529,1.057328,0.080799
BAAI/Aquila2-7B,f11_gender_he,0.125,0.944574,0.816924,-0.127650
BAAI/Aquila2-7B,f11_gender_he,0.25,0.953196,0.797141,-0.156054
BAAI/Aquila2-7B,f11_gender_he,0.375,1.103221,0.888831,-0.214390
BAAI/Aquila2-7B,f11_gender_he,0.5,1.012054,0.983735,-0.028319
BAAI/Aquila2-7B,f11_gender_he,0.625,1.012378,1.051167,0.038789
BAAI/Aquila2-7B,f11_gender_he,0.75,0.963853,1.197044,0.233190
BAAI/Aquila2-7B,f11_gender_he,0.875,1.129784,1.159880,0.030096
BAAI/Aquila2-7B,f11_gender_he,1.0,1.354378,1.286953,-0.067424
BAAI/Aquila2-7B,f11_gender_she,0.125,0.914339,0.999189,0.084850
BAAI/Aquila2-7B,f11_gender_she,0.25,0.873373,0.787472,-0.085902
BAAI/Aquila2-7B,f11_gender_she,0.375,0.878661,0.861906,-0.016755
BAAI/Aquila2-7B,f11_gender_she,0.5,1.146604,0.953872,-0.192732
BAAI/Aquila2-7B,f11_gender_she,0.625,0.990375,1.840833,0.850458
BAAI/Aquila2-7B,f11_gender_she,0.75,0.981633,1.112556,0.130923
BAAI/Aquila2-7B,f11_gender_she,0.875,0.841735,1.715358,0.873623
BAAI/Aquila2-7B,f11_gender_she,1.0,1.049472,1.009182,-0.040290
BAAI/Aquila2-7B,f11_guilt,0.125,1.063183,1.140398,0.077215
BAAI/Aquila2-7B,f11_guilt,0.25,0.997746,3.767064,2.769317
BAAI/Aquila2-7B,f11_guilt,0.375,0.889547,0.932801,0.043254
BAAI/Aquila2-7B,f11_guilt,0.5,0.910241,0.940924,0.030684
BAAI/Aquila2-7B,f11_guilt,0.625,1.037010,1.102853,0.065843
BAAI/Aquila2-7B,f11_guilt,0.75,1.033738,1.228574,0.194835
BAAI/Aquila2-7B,f11_guilt,0.875,1.840842,1.636244,-0.204598
BAAI/Aquila2-7B,f11_guilt,1.0,0.909632,1.119016,0.209385
BAAI/Aquila2-7B,f11_holy,0.125,0.959988,0.986841,0.026853
BAAI/Aquila2-7B,f11_holy,0.25,0.774779,1.962519,1.187740
BAAI/Aquila2-7B,f11_holy,0.375,1.170098,1.819554,0.649456
BAAI/Aquila2-7B,f11_holy,0.5,1.078678,1.007289,-0.071389
BAAI/Aquila2-7B,f11_holy,0.625,0.973990,1.289357,0.315367
BAAI/Aquila2-7B,f11_holy,0.75,1.026025,0.864277,-0.161749
BAAI/Aquila2-7B,f11_holy,0.875,1.000718,0.951061,-0.049657
BAAI/Aquila2-7B,f11_holy,1.0,1.085051,1.158394,0.073343
BAAI/Aquila2-7B,f11_holy_b,0.125,0.977134,1.128791,0.151657
BAAI/Aquila2-7B,f11_holy_b,0.25,1.124094,5.315154,4.191060
BAAI/Aquila2-7B,f11_holy_b,0.375,1.103915,1.193591,0.089676
BAAI/Aquila2-7B,f11_holy_b,0.5,0.966057,1.133026,0.166968
BAAI/Aquila2-7B,f11_holy_b,0.625,0.990434,1.005788,0.015354
BAAI/Aquila2-7B,f11_holy_b,0.75,1.052617,0.970900,-0.081717
BAAI/Aquila2-7B,f11_holy_b,0.875,1.117465,0.956411,-0.161054
BAAI/Aquila2-7B,f11_holy_b,1.0,0.977295,1.077979,0.100684
BAAI/Aquila2-7B,f11_love,0.125,0.992982,1.218273,0.225291
BAAI/Aquila2-7B,f11_love,0.25,0.976556,1.018131,0.041575
BAAI/Aquila2-7B,f11_love,0.375,1.984238,2.380222,0.395984
BAAI/Aquila2-7B,f11_love,0.5,0.973429,0.940304,-0.033125
BAAI/Aquila2-7B,f11_love,0.625,1.131943,0.847237,-0.284706
BAAI/Aquila2-7B,f11_love,0.75,1.321188,0.959864,-0.361324
BAAI/Aquila2-7B,f11_love,0.875,1.249123,0.869461,-0.379663
BAAI/Aquila2-7B,f11_love,1.0,1.424398,0.749348,-0.675050
BAAI/Aquila2-7B,f11_love_he,0.125,0.984816,1.122949,0.138133
BAAI/Aquila2-7B,f11_love_he,0.25,0.998253,1.032111,0.033858
BAAI/Aquila2-7B,f11_love_he,0.375,3.347529,1.913052,-1.434476
BAAI/Aquila2-7B,f11_love_he,0.5,1.025859,0.992108,-0.033751
BAAI/Aquila2-7B,f11_love_he,0.625,1.127389,0.831743,-0.295645
BAAI/Aquila2-7B,f11_love_he,0.75,1.083321,0.870564,-0.212757
BAAI/Aquila2-7B,f11_love_he,0.875,1.243420,1.059030,-0.184390
BAAI/Aquila2-7B,f11_love_he,1.0,1.226246,0.779018,-0.447229
BAAI/Aquila2-7B,f11_loyal,0.125,0.831486,1.087341,0.255855
BAAI/Aquila2-7B,f11_loyal,0.25,0.434056,0.465903,0.031847
BAAI/Aquila2-7B,f11_loyal,0.375,0.870621,1.129754,0.259133
BAAI/Aquila2-7B,f11_loyal,0.5,1.004126,5.570626,4.566499
BAAI/Aquila2-7B,f11_loyal,0.625,1.514173,1.339413,-0.174761
BAAI/Aquila2-7B,f11_loyal,0.75,1.919832,1.060858,-0.858974
BAAI/Aquila2-7B,f11_loyal,0.875,1.193808,2.339422,1.145614
BAAI/Aquila2-7B,f11_loyal,1.0,3.002308,0.804671,-2.197638
BAAI/Aquila2-7B,f11_parent,0.125,0.949056,1.378457,0.429401
BAAI/Aquila2-7B,f11_parent,0.25,0.890969,1.114095,0.223126
BAAI/Aquila2-7B,f11_parent,0.375,0.915312,3.984216,3.068904
BAAI/Aquila2-7B,f11_parent,0.5,0.868185,0.904431,0.036246
BAAI/Aquila2-7B,f11_parent,0.625,2.435565,0.987983,-1.447582
BAAI/Aquila2-7B,f11_parent,0.75,0.990339,1.031409,0.041069
BAAI/Aquila2-7B,f11_parent,0.875,1.121854,1.118682,-0.003172
BAAI/Aquila2-7B,f11_parent,1.0,2.147248,1.151062,-0.996186
BAAI/Aquila2-7B,f11_sensation,0.125,0.988033,1.227324,0.239291
BAAI/Aquila2-7B,f11_sensation,0.25,0.982737,0.903082,-0.079655
BAAI/Aquila2-7B,f11_sensation,0.375,0.800712,0.959009,0.158297
BAAI/Aquila2-7B,f11_sensation,0.5,1.105294,1.038670,-0.066624
BAAI/Aquila2-7B,f11_sensation,0.625,2.646634,3.970713,1.324079
BAAI/Aquila2-7B,f11_sensation,0.75,1.270320,3.170382,1.900062
BAAI/Aquila2-7B,f11_sensation,0.875,1.102724,1.731073,0.628349
BAAI/Aquila2-7B,f11_sensation,1.0,0.940144,0.946254,0.006110
BAAI/Aquila2-7B,f11_species,0.125,0.786803,1.200491,0.413689
BAAI/Aquila2-7B,f11_species,0.25,0.883223,0.769191,-0.114032
BAAI/Aquila2-7B,f11_species,0.375,0.825251,0.602604,-0.222647
BAAI/Aquila2-7B,f11_species,0.5,0.594961,1.083479,0.488518
BAAI/Aquila2-7B,f11_species,0.625,1.311968,6.498039,5.186070
BAAI/Aquila2-7B,f11_species,0.75,0.866842,1.657103,0.790261
BAAI/Aquila2-7B,f11_species,0.875,1.166685,0.631869,-0.534816
BAAI/Aquila2-7B,f11_species,1.0,0.614562,1.286187,0.671625
BAAI/Aquila2-7B,f11_trust,0.125,0.936301,0.927615,-0.008686
BAAI/Aquila2-7B,f11_trust,0.25,1.090407,0.978408,-0.111998
BAAI/Aquila2-7B,f11_trust,0.375,0.980493,1.575748,0.595254
BAAI/Aquila2-7B,f11_trust,0.5,0.998428,1.095694,0.097267
BAAI/Aquila2-7B,f11_trust,0.625,1.190119,0.535781,-0.654338
BAAI/Aquila2-7B,f11_trust,0.75,1.187499,0.520064,-0.667435
BAAI/Aquila2-7B,f11_trust,0.875,1.857664,1.139181,-0.718484
BAAI/Aquila2-7B,f11_trust,1.0,1.101536,0.663608,-0.437929
BSC-LT/salamandra-7b,f11_beauty,0.125,1.064926,1.262223,0.197297
BSC-LT/salamandra-7b,f11_beauty,0.25,0.725689,1.001496,0.275807
BSC-LT/salamandra-7b,f11_beauty,0.375,0.637759,0.726496,0.088738
BSC-LT/salamandra-7b,f11_beauty,0.5,0.811031,0.680721,-0.130311
BSC-LT/salamandra-7b,f11_beauty,0.625,0.756671,0.789183,0.032512
BSC-LT/salamandra-7b,f11_beauty,0.75,1.864328,0.894546,-0.969782
BSC-LT/salamandra-7b,f11_beauty,0.875,2.101355,1.747812,-0.353542
BSC-LT/salamandra-7b,f11_beauty,1.0,0.860434,1.183165,0.322731
BSC-LT/salamandra-7b,f11_beauty_ugly,0.125,0.839596,0.969423,0.129827
BSC-LT/salamandra-7b,f11_beauty_ugly,0.25,0.745734,0.891687,0.145952
BSC-LT/salamandra-7b,f11_beauty_ugly,0.375,0.782811,0.892022,0.109211
BSC-LT/salamandra-7b,f11_beauty_ugly,0.5,0.759576,0.774329,0.014753
BSC-LT/salamandra-7b,f11_beauty_ugly,0.625,0.904933,0.847215,-0.057718
BSC-LT/salamandra-7b,f11_beauty_ugly,0.75,1.106221,1.142330,0.036109
BSC-LT/salamandra-7b,f11_beauty_ugly,0.875,0.810463,1.146084,0.335620
BSC-LT/salamandra-7b,f11_beauty_ugly,1.0,0.680371,1.328387,0.648016
BSC-LT/salamandra-7b,f11_captive,0.125,1.114051,1.035243,-0.078808
BSC-LT/salamandra-7b,f11_captive,0.25,0.750808,0.991117,0.240309
BSC-LT/salamandra-7b,f11_captive,0.375,0.702278,0.606714,-0.095565
BSC-LT/salamandra-7b,f11_captive,0.5,0.671227,0.741918,0.070691
BSC-LT/salamandra-7b,f11_captive,0.625,1.265650,0.798292,-0.467358
BSC-LT/salamandra-7b,f11_captive,0.75,3.984455,1.031799,-2.952656
BSC-LT/salamandra-7b,f11_captive,0.875,1.212664,1.012055,-0.200609
BSC-LT/salamandra-7b,f11_captive,1.0,0.930317,0.956947,0.026630
BSC-LT/salamandra-7b,f11_captive_b,0.125,1.050265,1.137992,0.087727
BSC-LT/salamandra-7b,f11_captive_b,0.25,1.011798,1.189174,0.177376
BSC-LT/salamandra-7b,f11_captive_b,0.375,0.815525,0.765776,-0.049749
BSC-LT/salamandra-7b,f11_captive_b,0.5,0.906136,0.764909,-0.141227
BSC-LT/salamandra-7b,f11_captive_b,0.625,1.040272,0.829261,-0.211011
BSC-LT/salamandra-7b,f11_captive_b,0.75,1.142351,0.947895,-0.194457
BSC-LT/salamandra-7b,f11_captive_b,0.875,0.807928,1.025134,0.217206
BSC-LT/salamandra-7b,f11_captive_b,1.0,0.571764,0.898298,0.326534
BSC-LT/salamandra-7b,f11_class,0.125,0.893389,0.954960,0.061570
BSC-LT/salamandra-7b,f11_class,0.25,0.885464,0.896746,0.011282
BSC-LT/salamandra-7b,f11_class,0.375,0.797328,0.731080,-0.066247
BSC-LT/salamandra-7b,f11_class,0.5,0.810373,0.885125,0.074752
BSC-LT/salamandra-7b,f11_class,0.625,0.914429,0.945105,0.030676
BSC-LT/salamandra-7b,f11_class,0.75,0.753918,0.936239,0.182321
BSC-LT/salamandra-7b,f11_class,0.875,0.673638,1.083546,0.409907
BSC-LT/salamandra-7b,f11_class,1.0,0.490067,0.926795,0.436728
BSC-LT/salamandra-7b,f11_create,0.125,1.091274,1.048243,-0.043030
BSC-LT/salamandra-7b,f11_create,0.25,0.973924,1.012679,0.038754
BSC-LT/salamandra-7b,f11_create,0.375,1.067444,1.042001,-0.025443
BSC-LT/salamandra-7b,f11_create,0.5,0.913913,0.924978,0.011065
BSC-LT/salamandra-7b,f11_create,0.625,1.015751,0.857507,-0.158244
BSC-LT/salamandra-7b,f11_create,0.75,1.020366,0.892567,-0.127799
BSC-LT/salamandra-7b,f11_create,0.875,1.911464,0.971583,-0.939881
BSC-LT/salamandra-7b,f11_create,1.0,1.058740,0.764452,-0.294289
BSC-LT/salamandra-7b,f11_desire,0.125,0.950083,1.202344,0.252261
BSC-LT/salamandra-7b,f11_desire,0.25,1.029331,0.908619,-0.120712
BSC-LT/salamandra-7b,f11_desire,0.375,0.608501,0.610039,0.001538
BSC-LT/salamandra-7b,f11_desire,0.5,0.941567,0.756668,-0.184899
BSC-LT/salamandra-7b,f11_desire,0.625,0.702185,0.707271,0.005086
BSC-LT/salamandra-7b,f11_desire,0.75,1.053462,0.817834,-0.235628
BSC-LT/salamandra-7b,f11_desire,0.875,0.948158,0.969518,0.021360
BSC-LT/salamandra-7b,f11_desire,1.0,0.646153,0.651387,0.005234
BSC-LT/salamandra-7b,f11_faithful,0.125,0.909317,0.917323,0.008006
BSC-LT/salamandra-7b,f11_faithful,0.25,0.850899,0.845751,-0.005148
BSC-LT/salamandra-7b,f11_faithful,0.375,0.780002,0.733918,-0.046084
BSC-LT/salamandra-7b,f11_faithful,0.5,0.984835,0.785636,-0.199199
BSC-LT/salamandra-7b,f11_faithful,0.625,0.953549,0.907153,-0.046396
BSC-LT/salamandra-7b,f11_faithful,0.75,0.877783,0.619116,-0.258667
BSC-LT/salamandra-7b,f11_faithful,0.875,0.640645,1.152500,0.511855
BSC-LT/salamandra-7b,f11_faithful,1.0,0.809417,0.633765,-0.175652
BSC-LT/salamandra-7b,f11_gender,0.125,1.094268,1.220068,0.125800
BSC-LT/salamandra-7b,f11_gender,0.25,1.058380,1.032265,-0.026115
BSC-LT/salamandra-7b,f11_gender,0.375,1.020822,0.802671,-0.218151
BSC-LT/salamandra-7b,f11_gender,0.5,0.934495,0.925098,-0.009397
BSC-LT/salamandra-7b,f11_gender,0.625,0.910317,0.904074,-0.006243
BSC-LT/salamandra-7b,f11_gender,0.75,1.085400,0.981630,-0.103770
BSC-LT/salamandra-7b,f11_gender,0.875,2.241467,2.252974,0.011507
BSC-LT/salamandra-7b,f11_gender,1.0,0.957408,0.937428,-0.019980
BSC-LT/salamandra-7b,f11_gender_he,0.125,1.040145,1.066858,0.026713
BSC-LT/salamandra-7b,f11_gender_he,0.25,0.936190,1.010767,0.074576
BSC-LT/salamandra-7b,f11_gender_he,0.375,0.735774,0.804797,0.069023
BSC-LT/salamandra-7b,f11_gender_he,0.5,0.890446,0.942987,0.052541
BSC-LT/salamandra-7b,f11_gender_he,0.625,1.000600,1.010835,0.010235
BSC-LT/salamandra-7b,f11_gender_he,0.75,1.250292,0.996809,-0.253483
BSC-LT/salamandra-7b,f11_gender_he,0.875,1.016318,1.001520,-0.014798
BSC-LT/salamandra-7b,f11_gender_he,1.0,0.980652,0.932001,-0.048651
BSC-LT/salamandra-7b,f11_gender_she,0.125,1.034312,1.064954,0.030642
BSC-LT/salamandra-7b,f11_gender_she,0.25,1.077101,1.036910,-0.040192
BSC-LT/salamandra-7b,f11_gender_she,0.375,0.884331,0.924929,0.040599
BSC-LT/salamandra-7b,f11_gender_she,0.5,0.988954,1.021725,0.032770
BSC-LT/salamandra-7b,f11_gender_she,0.625,1.099154,0.971167,-0.127986
BSC-LT/salamandra-7b,f11_gender_she,0.75,0.779206,1.469043,0.689837
BSC-LT/salamandra-7b,f11_gender_she,0.875,1.390149,1.328598,-0.061552
BSC-LT/salamandra-7b,f11_gender_she,1.0,1.040382,0.975739,-0.064643
BSC-LT/salamandra-7b,f11_guilt,0.125,0.869300,0.991795,0.122495
BSC-LT/salamandra-7b,f11_guilt,0.25,0.820280,1.090453,0.270173
BSC-LT/salamandra-7b,f11_guilt,0.375,0.643574,0.737371,0.093797
BSC-LT/salamandra-7b,f11_guilt,0.5,0.701772,0.784291,0.082519
BSC-LT/salamandra-7b,f11_guilt,0.625,0.912293,0.858757,-0.053536
BSC-LT/salamandra-7b,f11_guilt,0.75,1.125998,1.254577,0.128579
BSC-LT/salamandra-7b,f11_guilt,0.875,1.066450,1.131667,0.065217
BSC-LT/salamandra-7b,f11_guilt,1.0,0.977888,0.987025,0.009137
BSC-LT/salamandra-7b,f11_holy,0.125,1.161279,1.056944,-0.104335
BSC-LT/salamandra-7b,f11_holy,0.25,0.859125,0.723172,-0.135953
BSC-LT/salamandra-7b,f11_holy,0.375,0.804369,0.852551,0.048181
BSC-LT/salamandra-7b,f11_holy,0.5,0.981105,1.078265,0.097160
BSC-LT/salamandra-7b,f11_holy,0.625,1.069254,1.273005,0.203751
BSC-LT/salamandra-7b,f11_holy,0.75,1.035258,1.147931,0.112672
BSC-LT/salamandra-7b,f11_holy,0.875,1.007270,0.791261,-0.216010
BSC-LT/salamandra-7b,f11_holy,1.0,0.877976,0.758900,-0.119076
BSC-LT/salamandra-7b,f11_holy_b,0.125,0.987626,0.952475,-0.035151
